North America,United States,Georgia,Providence,98
Asia,China,Gansu,Ganzhou,41
North America,United States,Iowa,Toronto,74
South America,Colombia,Cordoba,Santiago,65
South America,Bolivia,El Beni,Santiago,28
Asia,Thailand,Krung Thep,Bangkok,26
Asia,Iran,Semnan,Allahabad,95
North America,United States,Kansas,Minneapolis,50
North America,United States,Michigan,London,94
Asia,Iran,Khorasan,Baghdad,30
South America,Brazil,Parana,Luanda,68
North America,United States,California,Hamburg,80
North America,United States,Virginia,Berlin,41
North America,United States,Montana,Riverside,61
North America,United States,Arizona,Riverside,55
North America,United States,Arkansas,Warsaw,67
Europe,Poland,Mazowieckie,Warsaw,53
Africa,Gambia,Central River,Medina,60
North America,United States,Maryland,Berlin,70
South America,Colombia,Norte de Santander,Miami,29
North America,United States,Minnesota,Houston,83
North America,United States,Kansas,Geneva,49
Africa,Mali,Tombouctou,Kano,99
Europe,Portugal,Guarda,Santiago,58
Asia,India,Punjab,Ludhiana,78
North America,United States,Florida,Riverside,68
North America,United States,Iowa,Washington,29
North America,United States,Indiana,Miami,68
Asia,India,Haryana,Aurangabad,32
Africa,Zimbabwe,Mashonaland East,Milan,89
Europe,Turkey,Ankara,Ankara,35
Africa,Guinea-Bissau,Oio,Luanda,21
North America,United States,Georgia,Budapest,94
Oceania,Vanuatu,Efate,Vienna,52
Asia,Iran,Hormozgan,Tehran,95
North America,United States,Kentucky,Houston,50
Asia,China,Hubei,Changchun,27
Asia,Indonesia,Yogyakarta,Bandung,78
North America,United States,Nevada,Riverside,56
South America,Peru,Lima,Fortaleza,80
Africa,Sudan,Al Khartum,Omdurman,39
Europe,Spain,Canarias,Santiago,81
North America,United States,California,Zurich,30
North America,Panama,Bocas del Toro,Riverside,26
Europe,Germany,Berlin,Berlin,52
Asia,Bangladesh,Rajshahi,Jaipur,70
South America,Paraguay,Concepcion,Montevideo,100
North America,United States,Tennessee,Portland,21
South America,Bolivia,Chuquisaca,Salvador,33
North America,United States,Missouri,Boston,32
Europe,Great Britain (UK),Renfrewshire,Houston,85
South America,Peru,Arequipa,Huambo,91
North America,United States,West Virginia,Denver,55
South America,Brazil,Bahia,Recife,100
North America,United States,Michigan,Vienna,97
North America,Trinidad and Tobago,Tobago,Richmond,35
North America,United States,New Hampshire,Lisbon,28
South America,Peru,Madre de Dios,Barcelona,97
North America,United States,Oregon,Austin,48
North America,United States,Georgia,Harbin,61
North America,United States,Missouri,Toronto,57
North America,United States,Arkansas,Washington,39
South America,Venezuela,Portuguesa,Caracas,35
North America,United States,Texas,Toluca,58
North America,United States,Kansas,Detroit,77
North America,United States,Indiana,Mecca,21
North America,United States,Wisconsin,Brussels,81
Oceania,Solomon Islands,Makira,Riverside,86
Africa,South Africa,Free State,Lusaka,38
North America,United States,Puerto Rico,Valencia,74
Asia,China,Jilin,Changchun,33
North America,Mexico,Mexico,Toluca,93
Europe,Great Britain (UK),Moray,Dallas,38
North America,United States,Ohio,Havana,89
Europe,Great Britain (UK),Staffordshire,Newcastle,75
North America,United States,Tennessee,Austin,65
South America,Argentina,Tucuman,Medina,27
Africa,Nigeria,Federal Capital Territory,Abuja,77
Asia,Viet Nam,Ha Noi,Hanoi,37
North America,United States,Montana,Lima,56
North America,United States,Illinois,Toronto,34
North America,United States,Ohio,Birmingham,66
North America,Jamaica,Saint Mary,Aleppo,82
North America,United States,Louisiana,Athens,54
North America,United States,New York,Hamburg,48
North America,Costa Rica,Limon,Atlanta,79
Africa,Democratic Republic of the Congo,Orientale,Kampala,94
North America,United States,Kentucky,Manchester,44
North America,Jamaica,Saint Ann,Alexandria,85
Europe,Spain,Andalucia,Santiago,47
South America,Colombia,Norte de Santander,Santiago,53
South America,Peru,Cajamarca,Lima,28
Asia,China,Tianjin,Tianjin,92
Asia,China,Shanxi,Dongguan,60
South America,Brazil,Piaui,Santiago,79
Asia,China,Zhejiang,Xiping,44
Africa,Angola,Benguela,Huambo,90
North America,Cuba,Matanzas,Rosario,94
North America,United States,Texas,Calgary,53
North America,United States,Tennessee,Cleveland,79
North America,United States,Texas,Richmond,23
Asia,Indonesia,Sulawesi Tengah,Tampa,95
North America,United States,Alabama,Rome,66
Oceania,Australia,New South Wales,Raleigh,66
North America,United States,Illinois,Raleigh,75
North America,United States,Illinois,Bogota,80
Africa,Angola,Cuanza Sul,Huambo,87
Europe,Spain,Islas Baleares,Puebla,52
North America,United States,Florida,Cairo,59
North America,Mexico,Baja California,Santiago,75
Asia,Philippines,Cavite,Santiago,100
North America,United States,Florida,Dublin,44
North America,United States,Georgia,Montevideo,84
North America,United States,Arkansas,Paris,28
Asia,China,Guangdong,Shantou,82
South America,Colombia,Amazonas,Barranquilla,69
North America,United States,Minnesota,Havana,37
Africa,South Africa,Eastern Cape,Geneva,35
North America,United States,Ohio,Louisville,60
North America,Mexico,Veracruz-Llave,Valencia,81
Asia,China,Hunan,Luoyang,55
North America,United States,Kentucky,Baltimore,29
North America,United States,Oklahoma,Cairo,55
South America,Colombia,Valle del Cauca,Monterrey,50
Africa,South Africa,KwaZulu-Natal,Phoenix,62
North America,United States,Ohio,Athens,37
North America,United States,North Carolina,Austin,64
Asia,Indonesia,Jawa Timur,Bandung,53
North America,United States,Pennsylvania,Richmond,90
Asia,China,Hubei,Mianyang,61
North America,United States,New York,Delhi,68
North America,United States,Massachusetts,Washington,55
Africa,Nigeria,Kano,Kano,98
North America,United States,New Mexico,Lisbon,37
North America,United States,Mississippi,Athens,76
Asia,Pakistan,Punjab,Faisalabad,55
North America,Cuba,Santiago de Cuba,Rosario,71
Africa,Madagascar,Fianarantsoa,Ankara,88
North America,United States,Nebraska,Houston,73
North America,Guatemala,Zacapa,Santiago,92
North America,Mexico,Sonora,Santiago,28
South America,Ecuador,Guayas,Pretoria,42
Asia,China,Hebei,Dongguan,71
Europe,Sweden,Stockholms Lan,Stockholm,21
South America,Argentina,Santa Fe,Casablanca,80
Asia,Korea (South),Cheju-do,Suwon,93
North America,United States,Idaho,Paris,29
North America,United States,Ohio,Berlin,97
North America,United States,Wisconsin,Johannesburg,25
North America,United States,New York,Orlando,95
North America,United States,Iowa,Sheffield,41
Asia,China,Jiangsu,Huaiyin,48
Asia,China,Fujian,Haikou,45
North America,United States,Kentucky,Madrid,36
North America,United States,North Carolina,Lima,85
North America,United States,Oregon,Richmond,49
Europe,Spain,Galicia,Agra,32
North America,United States,Georgia,Phoenix,96
Africa,Democratic Republic of the Congo,Bas-Congo,Baku,83
Europe,Spain,Asturias,Santiago,51
South America,Ecuador,Azuay,Salvador,83
North America,United States,Mississippi,Brooklyn,82
South America,Colombia,Huila,Casablanca,24
North America,Mexico,Baja California,Puebla,46
North America,United States,Michigan,Memphis,20
North America,Mexico,Morelos,Santiago,46
North America,United States,Washington,Medina,63
Asia,Iran,Esfahan,Allahabad,79
Africa,Nigeria,Borno,Ibadan,46
North America,United States,North Carolina,Riverside,50
South America,Uruguay,Colonia,Rosario,22
Asia,Pakistan,Punjab,Jaipur,66
South America,Colombia,Valle del Cauca,Sevilla,63
North America,Cuba,Sancti Spiritus,Lima,84
North America,United States,Virginia,Amsterdam,36
Asia,Pakistan,Punjab,Kalyan,22
North America,United States,Alabama,Moscow,87
North America,United States,Vermont,Manchester,75
South America,Peru,Huancavelica,Huambo,50
South America,Guyana,Demerara-Mahaica,Providence,28
Asia,China,Hebei,Zhangjiakou,54
North America,United States,Illinois,Newcastle,100
North America,United States,West Virginia,Berlin,31
North America,Mexico,Sonora,Rosario,25
North America,United States,Ohio,Newcastle,22
Europe,Belarus,Minsk,Dublin,53
Europe,Bulgaria,Razgrad,Alexandria,24
South America,Brazil,Sao Paulo,Campinas,81
North America,United States,Missouri,Nashville,75
North America,Jamaica,Saint Mary,Providence,60
Asia,China,Anhui,Wuxi,91
North America,United States,New York,Geneva,67
North America,United States,Indiana,Warsaw,96
North America,United States,Arizona,Miami,41
North America,United States,Ohio,Moscow,57
North America,United States,North Dakota,Brisbane,24
Europe,Germany,Bayern,Frankfurt,74
North America,United States,Pennsylvania,Washington,77
Africa,Equatorial Guinea,Centro Sur,Madrid,90
North America,United States,Georgia,Atlanta,48
Europe,Turkey,Istanbul,Istanbul,21
Asia,Japan,Toyama,Kano,78
North America,Mexico,San Luis Potosi,Sacramento,27
North America,United States,Minnesota,Brooklyn,67
Europe,Bosnia and Herzegovina,Republika Srpska,Rabat,26
Europe,Belgium,Antwerpen,Essen,64
North America,United States,Illinois,Chicago,50
Asia,China,Shandong,Yiyang,45
North America,United States,Alabama,Shanghai,38
Asia,China,Jiangsu,Xiangyang,23
North America,United States,Iowa,Geneva,34
Asia,China,Nei Mongol,Chifeng,85
North America,United States,Minnesota,London,41
North America,United States,Georgia,Dublin,60
North America,United States,South Dakota,Riverside,32
Asia,China,Hubei,Wuhan,77
Asia,India,Jharkhand,Jamshedpur,50
Europe,Albania,Vlore,Leshan,49
North America,United States,North Carolina,Houston,58
North America,Honduras,Lempira,Lima,71
North America,Jamaica,Saint Mary,Brooklyn,87
North America,Costa Rica,Heredia,Asuncion,86
North America,United States,Georgia,Pretoria,30
North America,United States,Georgia,Houston,27
North America,United States,Nevada,Columbus,27
Europe,Netherlands,Groningen,Essen,48
South America,Bolivia,Chuquisaca,Kochi,57
North America,United States,South Carolina,Paris,73
Europe,Germany,Nordrhein-Westfalen,Essen,86
Africa,South Africa,Mpumalanga,Phoenix,30
North America,United States,West Virginia,Havana,88
North America,Cuba,Camaguey,Salvador,29
Africa,Sudan,Al Wusta,Omdurman,97
Europe,Turkey,Tunceli,Rabat,88
Africa,South Africa,North-West,Atlanta,45
North America,Nicaragua,Chinandega,Salvador,76
North America,United States,Mississippi,Birmingham,65
North America,Mexico,Oaxaca,Chicago,55
Asia,China,Hebei,Baoding,52
North America,United States,Arizona,Florence,88
Asia,India,Tamil Nadu,Chennai,89
South America,Ecuador,Guayas,Monterrey,26
Asia,Philippines,Albay,Manila,64
North America,United States,Georgia,Rome,60
Europe,Ireland,Wexford,Newcastle,89
North America,United States,Texas,Mecca,22
North America,United States,New York,Portland,58
North America,United States,Michigan,Columbus,51
North America,United States,Georgia,Florence,60
Asia,Iran,Yazd,Ahmadabad,43
Asia,India,Jharkhand,Ranchi,98
South America,Brazil,Ceara,Santos,24
Asia,Philippines,Isabela,Cali,58
Asia,Afghanistan,Paktia,Kalyan,76
North America,United States,California,London,43
